,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manually Add,Manually Add,Manually Add,Manually Add,,,Lookup from Alumni Report,Lookup from Alumni Report,I organized these columns to be in the beginning of the report for pivot table/reporting purposes,,,,,,,,,Manually Add,,,Manually Add,,Lookup from Student Affairs Spreadsheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International,Filled out survey,APSIA Job Category,APSIA Sector Category,Date Reported - NEW,Outcome,Concentration,Degree,Sector,Detailed Industry,Organization Name,Division,Job Title,Job City,Job State,Job Country,Job Title,Master Salary for Employment Statistics,Salary Range,Salary,LinkedIn Outcome Findings,Citizenship Status,OSA Country of Citizenship Lookup,Job Location State,Job Location Country,Sector,Detailed Industry,Job Phase,Job Source,"If you are not employed, are you currently seeking employment?",Continuing Education Full-time?,Organization Name,Company Description,Include in Reporting,30 hrs per week,Approximately how many hours a week do you serve?,Country where serving,Date of Offer Received,Degree to be Pursued After Graduation,Do you have a three (3) year STEM OPT visa?,Employer consideration for STEM,Gender,Approximately how many hours each month do you plan to volunteer?,Is Approved,Military Rank,Name of School in case of Continued Education,Program Name,Returning to previous employer,Scope of Organization,Self-employed,Sponsorship by Employer,Standard Job Source,What type of Own Venture is this?,What is the name of the fellowship program?,What will your enrollment status be at this school?,When did you actively start applying for a full-time job?,Why are you not seeking employment?,Base Salary Pay Period,Carried Interest Pay Period,Expected Bonus Pay Period,Expected Commission Pay Period,Guaranteed Bonus Pay Period,I'm volunteering and not currently receiving compensation,Salary plus Bonuses,Total Compensation Pay Period,End Date,Length of Commitment,Reported Date,Start Date,What is your approximate start date?,City,Country,Job Location,Metro Area,Postal Code,US State / Canada Province,Did this job come as a result of an internship you had with this employer?,Is this a faculty position?,Is this a freelance position?,Is this a full-time position?,Is this a post-graduation internship?,Is this a temporary/contract job?,Is this a tenured position?,Is your position a fellowship?,Other Outcome Additional Details,Please provide other pertinent information about your job,Reason for Rejecting,Will you be or are you currently working under Optional Practical Training (OPT) status?,Working at a Recently Founded Organization
Yes,Yes,Still Seeking Employment,,02/23/2024,Job,International Finance and Economic Policy,MPA,Public,U.S. Government,Federal Reserve Bank Of Boston,,Community Development Analyst,"Boston, ",MA,United States,,,,,,,,,,,,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Fall 2022,,,per year,,,,,,,,,07/11/2023,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,Government,06/14/2023,Job,International Finance and Economic Policy,MPA,Public,U.S. Government,Federal Reserve Bank of New York,Supervision - LFBO,Institutional Supervision Lead Examiner,"New York,",NY,United States,Institutional Supervision Lead Examiner,,"o	$125,000-$129,999","o	$125,000-$129,999",,,,NY,United States,Public,U.S. Government,Post Graduation,Job Posting,,,,"The Federal Reserve Bank of New York is one of 12 regional Reserve Banks which, together with the Board of Governors in Washington, D.C., make up the Federal Reserve System. The Fed, as the system is commonly called, is an independent governmental entity created by Congress in 1913 to serve as the central bank of the United States. It is responsible for:  formulating and executing monetary policy,  supervising and regulating depository institutions,  providing an elastic currency,  assisting the federal government's financing operations, and  serving as the banker for the U.S. government.  In addition, it has important roles in operating the nation's payments systems, protecting consumers' rights in their dealings with banks and promoting community development and reinvestment.",Yes,Yes,,United States (USA),09/10/2022,,,,Female,,Yes,,,,No,,No,No,School Facilitated,,,,,,,per year,,,,,"$9,000 relocation bonus",,,,06/14/2023,06/20/2023,06/20/2023,New York - NY,United States (USA),On Site,New York-Newark-Bridgeport -- NY-NJ-CT-PA,10045,New York,Yes,,,Yes,No,No,,no,,,,no,no
No,No,30 Hours per week,For profit,,Job,ENERGY AND ENVIRONMENT,MPA,Private,Other – Business Services,First Ammonia,,Industry and Strategy Lead,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Government,,Job,International Finance and Economic Policy,MPA,Public,Foreign Government,Fiscal policy Office,,Economist,"Bangkok, ",,Thailand,,,,,,,,,Thailand,Public,Foreign Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,Fellowship,Government,06/14/2023,Job,Urban and Social Policy,MPA,Public,U.S. Government,Fulbright Program for U.S. Students,I received a 9 month policy fellowship to Mexico through the Fulbright Program for U.S. Students.,Fulbright Public Policy Initiative Fellowship,"Mexico City,",,Mexico,Fulbright Public Policy Initiative Fellowship,,"o	$19,999 or less","o	$19,999 or less",,,,,Mexico,Public,U.S. Government,Post Graduation,Job Posting,,,,"THE FULBRIGHT PROGRAM:    •Is sponsored by the U.S. Department of State •Is the largest U.S. international exchange program offering opportunities for students, scholars, and professionals to undertake international graduate study, advanced research, university teaching, and teaching in elementary and secondary schools worldwide •Was established in 1946 by the U.S. Congress to ""enable the government of the United States to increase mutual understanding between the people of the United States and the people of other countries"" •Awarded approximately six thousand grants in 2010, at a cost of more than $322.3 million, to U.S. students, teachers, professionals, and scholars to study, teach, lecture, and conduct research in more than 155 countries, and to their foreign counterparts to engage in similar activities in the United States •Supports approximately 1,700 U.S. citizens to engage in study, research, or teaching assistantships abroads via the U.S. Student Program •Receives its primary source of funding through an annual appropriation from Congress to the Department of State. Participating governments and host institutions in foreign countries, and in the United States, also contribute financially through cost-sharing and indirect support, e.g., through salary supplements, tuition waivers, and university housing The U.S. Student Program grant numbers are subject to the availability of federally appropriated funds. The United States Department of State reserves the right to alter, without notice, participating countries, numbers of awards, terms of agreement, and allowances.",Yes,Yes,,Mexico,04/05/2023,,,,Female,,Yes,,,,No,,No,No,School Facilitated,,,,,,,per year,,,,,I received a 9 month fellowship to Mexico.  I will be paid in Mexican pesos.  Fulbright will also pay for my round trip flight to Mexico City.,,05/31/2024,,06/14/2023,09/01/2023,09/01/2023,Mexico City - Mexico,Mexico,On Site,Not US-Based Job,,Planning to work outside of the US,No,,,Yes,No,Yes,,Yes,,,,No,No
No,No,30 Hours per week,For profit,,Job,INTERNATIONAL SECURITY POLICY,MIA,Private,Finance/Banking,Gallagher Re,,ILS Analyst,"New York,",NY,United States,,,,,,,,NY,United States,Private,Finance/Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Unreported,Urban and Social Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,For profit,,Job,Urban and Social Policy,MPA,Private,Consulting,Gallup,,Consulting Associate,"Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Private,Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,06/16/2023,Job,International Finance and Economic Policy,MPA,Private,Other – Business Services,"Gartner, Inc.",North America Consulting,Consultant,"New York,",NY,United States,Consultant,,"o	$130,000-$134,999","o	$130,000-$134,999",,,,NY,United States,Private,Other – Business Services,Post Graduation,Alumni Contact,,,,"Gartner, Inc. is a research and advisory firm that helps more than 10,000 clients leverage technology to achieve business success. Gartners businesses consist of Research, Consulting, Measurement, Events and Executive Programs. Founded in 1979, Gartner is headquartered in Stamford, Connecticut and has over 3,800 associates, including approximately 1,000 research analysts and consultants, in more than 75 locations worldwide. Fiscal 2002 revenue totaled $888 million.",Yes,Yes,,United States (USA),11/05/2022,,,,Female,,Yes,,,,No,,No,Yes,School Facilitated,,,,,,,per year,,,,,$130k base + 10% target bonus + signing bonus,,,,06/16/2023,07/17/2023,07/17/2023,New York - NY,United States (USA),Partially Remote,New York-Newark-Bridgeport -- NY-NJ-CT-PA,10019,New York,Yes,,,Yes,No,No,,No,,"I worked with SIPA CAC, alumni, and peers extensively throughout the process from applying to the internship to negotiating the full-time offer. I am joining the firm at the post-MBA consultant level at the North America consulting business unit, working with both private and public sector clients focused on digital transformation.",,Yes,No
Yes,No,30 Hours per week,Non-profit,,Job,No Concentration,MPA-MDP,Nonprofit,Nongovernmental Organizations,Gateway Development Commision,,Policy Advisor,"New York,",NY,United States,,,,,,,,NY,United States,Non-profit,Nongovernmental Organizations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,International Finance and Economic Policy,MPA,Private,Other – Business Services,Generate,,Associate,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Unreported,International Finance and Economic Policy,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Non-profit,,Job,INTERNATIONAL SECURITY POLICY,MIA,Nonprofit,Research/Think Tank,German Marshall Fund of the United States,,Digital Communications Manager,"Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Non-profit,Research/Think Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,International Finance and Economic Policy,MPA,Private,Finance/Banking,GF Holdings (Hong Kong) Corporation Limited,,"Investment Banking Analyst, Management Trainee","Hong Kong, ",,China,,,,,,,,,China,Private,Finance/Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,No Concentration,MPA-ESP,Private,Finance/Banking,Glencore,,Marketing Advisor,"New York,",NY,United States,,,,,,,,NY,United States,Private,Finance/Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,Still Seeking Employment,,12/22/2023,Still Seeking Employment,International Security Policy,MIA,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Male,,Yes,,,,,,,,,,,,o	Fall 2022,,,,,,,,,,,,12/22/2023,,,,,,,,,,,,,,,,,,,,,
No,No,,,,Job,No Concentration,EMPA,Private,Technology,GlobalLogic,,Content Analyst,"Santa Clara,",CA,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,INTERNATIONAL SECURITY POLICY,MIA,Private,Finance/Banking,Goldman Sachs,,Graduate Consultant,"New York,",NY,United States,,,,,,,,NY,United States,Private,Finance/Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,Economic and Political Development,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Still Seeking Employment,,09/22/2023,Still Seeking Employment,Economic and Political Development,MPA,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have applied for one or more opportunities but have not received an invitation to interview,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Summer 2022,,,per year,,,,,,,,,09/22/2023,,,,,,,,,,,,,,,,,,,,,
No,Yes,Still Seeking Employment,,06/28/2023,Still Seeking Employment,International Security Policy,MIA,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Winter 2022/2023,,,per year,,,,,,,,,06/28/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Job,International Finance and Economic Policy,MPA,Public,Foreign Government,Otoritas Jasa Keuangan (Indonesia),,Junior Analyst,,,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,For profit,01/29/2024,Job,Urban and Social Policy,MPA,Private,Finance/Banking,Goldman Sachs,,Complaince Analyst,"New York,",NY,United States,,,"o	$80,000-$84,999","o	$80,000-$84,999",,,,NY,United States,Private,Finance/Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Security Policy,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,06/16/2023,Job,International Finance and Economic Policy,MPA,Private,Finance/Banking,Goldman Sachs Ayco,,Client Analyst,"Pittsburgh, ",PA,United States,,,,,,,,PA,United States,Private,Finance/Banking,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/16/2023,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Unreported,DUAL MPA/MPP: SIPA and Lee Kuan Yew,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Government,,Job,International Finance and Economic Policy,MPA,Public,Foreign Government,Government of Pakistan,,Section Officer,"Islamabad, ",,Pakistan,,,,,,,,,Pakistan,Public,Foreign Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,Government,,Job,ENERGY AND ENVIRONMENT,MPA,Public,Foreign Government,Government of Peru (Ministry of Energy and Mines); Government of Mexico (Ministry of Energy),,Graduate Consultant,,,Peru; Mexico,,,,,,,,,Peru; Mexico,Public,Foreign Government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,10/06/2023,Job,International Finance and Economic Policy,MPA,Private,Finance/Banking,Gramercy Funds Management LLC,,Emerging Markets Sovereign Credit Research,"Greenwich, ",CT,United States,,,,,,,,CT,United States,Private,Finance/Banking,Post Graduation,,I have received one or more offers of employment and I am currently deciding,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Winter 2022/2023,,,per year,,,,,,,,,10/06/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,,,,Job,No Concentration,MPA-EPM,Private,Finance/Banking,"Grimes, McGovern & Associates",,Investment Banking Associate,"New York,",NY,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,Still Seeking Employment,,07/02/2023,Still Seeking Employment,Human Rights & Humanitarian Policy ,MPA   ,,,,,,,,,,,,,,,,,,,,Post Graduation,,I have applied for one or more opportunities but have not received an invitation to interview,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,07/02/2023,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,For profit,,Job,INTERNATIONAL SECURITY POLICY,MPA,Private,Consulting,Guidehouse,,"Senior Consultant, Defense & Security","Washington, DC",,United States,,,,,,,,"Washington, DC",United States,Private,Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,30 Hours per week,For profit,07/05/2023,Job,Human Rights & Humanitarian Policy ,MPA,Private,Consulting,Hagerty Consulting,,Senior Emergency Manager,"New York,",NY,United States,,,,,,,,NY,United States,Private,Consulting,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,07/05/2023,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,International Finance and Economic Policy,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,Still Seeking Employment,,07/13/2023,Job,Human Rights & Humanitarian Policy ,MIA,Private,Consulting,Hagerty Consulting,,Deputy Director,"New York,",NY,United States,,,,,,,,,,,,Post Graduation,,I have applied for one or more opportunities but have not received an invitation to interview,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,07/13/2023,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Non-profit,,Job,No Concentration,EMPA,Nonprofit,University/Education,Harley School,,Transitional Head of School at The Harley School,"Rochester,",NY,United States,,,,,,,,NY,United States,Non-profit,University/Education,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,Government,,Job,INTERNATIONAL SECURITY POLICY,MIA,Public,State/Local Governments,Harris County Public Health,,Communications Specialist to the Executive Director,"Houston, ",TX,United States,,,,,,,,TX,United States,Public,State/Local Governments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,Unknown,,,Unreported,International Security Policy,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Yes,Pursuing Further Education,,06/20/2023,Pursuing Further Education,ENERGY AND ENVIRONMENT,MIA,,Pursuing Further Education,Pursuing Further Education,,Pursuing Further Education,"New York,",NY,United States,,,,,,,,NY,United States,,,Post Graduation,,,,,,Yes,,,United States (USA),,,,,Male,,Yes,,Shih Chien University (Taiwan),,,,,,,,,,,,,per year,,,,,,,,,06/20/2023,,,New York - NY,United States (USA),,New York-Newark-Bridgeport -- NY-NJ-CT-PA,,New York,,,,,,,,,,,,,
No,No,,,,Job,No Concentration,MPA-ESP,Private,Technology,Heseri,,Founder,Honolulu ,HI,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,06/30/2023,Job,ENERGY AND ENVIRONMENT,MPA,Private,Other – Business Services,Hexagon Energy,,Financial Analyst,"Charlottesville, ",VA,United States,,,,,,,,VA,United States,Private,Other – Business Services,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,06/30/2023,,,,,,,,,,,,,,,,,,,,,
Yes,Yes,30 Hours per week,For profit,08/23/2023,Job,ENERGY AND ENVIRONMENT,MPA,Private,Other – Business Services,Highland Electric Fleets,Project finance/Capital Market,"Analyst, Project Finance","Boston, ",MA,United States,"Analyst, Project Finance",,"o	$90,000-$94,999","o	$90,000-$94,999",,,,MA,United States,Private,Other – Business Services,Post Graduation,Alumni Contact,,,,"Highland Electric Fleets is a comprehensive turnkey solutions provider that delivers electric school buses (EVSB) to school districts and third-party managed fleet providers (3PMs). We offer a model involving financing, infrastructure, vehicle deployment, and maintenance in an easily digestible, budget-neutral format that enables EVSB acquisition at traditional diesel pricing. Our mission is to eliminate the barriers to better student health and a cleaner environment.",Yes,Yes,,United States (USA),04/17/2023,,,,Female,,Yes,,,,No,,No,Yes,School Facilitated,,,,,,,per year,,,,,,,,,08/23/2023,06/26/2023,06/26/2023,Boston - MA,United States (USA),Partially Remote,Boston-Worcester-Manchester -- MA-NH,,Massachusetts,No,,,Yes,No,No,,No,,,,Yes,No
Yes,Yes,30 Hours per week,For profit,08/21/2023,Job,ECONOMIC AND POLITICAL DEVELOPMENT,MPA,Private,Consulting,Holtara,,Associate,"New York,",NY,United States,,,,,,,,NY,United States,Private,Consulting,Post Graduation,,I have interviewed for one or more opportunities but have not received an offer of employment,,,,Yes,,,,,,,,Female,,Yes,,,,,,,,,,,,o	Spring 2023,,,per year,,,,,,,,,08/21/2023,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,For profit,,Job,No Concentration,MPA-MDP,Private,Other – Business Services,"HPS Investment Partners, LLC",,Associate,"New York,",NY,United States,,,,,,,,NY,United States,Private,Other – Business Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,International Finance and Economic Policy,MPA,Private,Finance/Banking,HSBC,,Global Banking Graduate Analyst,"Shanghai, ",,China,,,,,,,,,China,Private,Finance/Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,30 Hours per week,For profit,,Job,DUAL MPA/MPP: SIPA and Lee Kuan Yew,MPA,Private,Finance/Banking,HSBC,,Investment Banking Analyst,"Hong Kong, ",,China,,,,,,,,,China,Private,Finance/Banking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No,30 Hours per week,For profit,,Job,No Concentration,MPA-ESP,Private,Consulting,ICF,,Public Policy Specialist,,Virginia,United States,,,,,,,,Virginia,United States,Private,Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,No,Unknown,,,Unreported,ENERGY AND ENVIRONMENT,MPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
